version,url,sha,beta
0.12.22,https://releases.hashicorp.com/terraform/0.12.22/terraform_0.12.22_linux_amd64.zip,98faa10a7da2055561339ce67436b37c0c760084e51f219102d87b155be088c5,false
0.12.13,https://releases.hashicorp.com/terraform/0.12.13/terraform_0.12.13_linux_amd64.zip,63f765a3f83987b67b046a9c31acff1ec9ee618990d0eab4db34eca6c0d861ec,false
